16800	13800	184	13
17800	8800	188	7
17800	9800	186	9
17800	10800	185	9
17800	11800	186	10
17800	12800	187	10
17800	13800	190	13
18800	8800	197	6
18800	9800	194	8
18800	10800	193	9
18800	11800	194	10
18800	12800	196	11
18800	13800	199	14
19800	8800	210	5
19800	9800	207	7
19800	10800	206	9
19800	11800	206	10
19800	12800	208	12
19800	13800	212	16
18800	8800	197	3
18800	9800	195	7
18800	10800	193	9
18800	11800	194	11
18800	12800	195	13
18800	13800	199	17
19800	8800	210	5
19800	9800	207	8
19800	10800	206	9
19800	11800	207	10
19800	12800	209	12
19800	13800	212	16
20800	8800	226	6
20800	9800	222	8
20800	10800	221	9
20800	11800	221	10
20800	12800	224	11
20800	13800	228	14
21800	8800	244	6
21800	9800	240	8
21800	10800	239	9
21800	11800	239	10
21800	12800	242	11
21800	13800	246	14
22800	8800	266	6
22800	9800	262	8
22800	10800	261	9
22800	11800	261	10
22800	12800	264	11
22800	13800	269	14
23800	8800	294	5
23800	9800	289	8
23800	10800	287	9
23800	11800	288	10
23800	12800	291	12
23800	13800	296	15
800	12800	35	8
800	13800	40	12
800	14800	42	14
800	15800	42	16
800	16800	39	18
800	17800	34	22
1800	12800	65	10
1800	13800	69	13
1800	14800	71	14
1800	15800	71	16
1800	16800	69	17
1800	17800	64	20
2800	12800	89	11
2800	13800	93	14
2800	14800	95	15
2800	15800	95	15
2800	16800	93	16
2800	17800	88	19
3800	12800	108	12
3800	13800	112	14
3800	14800	114	15
3800	15800	114	15
3800	16800	112	16
3800	17800	108	18
4800	12800	124	12
4800	13800	127	14
4800	14800	129	15
4800	15800	128	15
4800	16800	127	16
4800	17800	123	19
5800	12800	136	11
5800	13800	139	14
5800	14800	140	15
5800	15800	140	15
5800	16800	139	17
5800	17800	136	19
6800	12800	147	10
6800	13800	149	13
6800	14800	150	15
6800	15800	150	16
6800	16800	149	17
6800	17800	146	21
7800	12800	156	8
7800	13800	158	12
7800	14800	159	14
7800	15800	159	16
7800	16800	158	19
7800	17800	156	23
6800	12800	147	8
6800	13800	150	12
6800	14800	151	14
6800	15800	150	16
6800	16800	149	19
6800	17800	146	22
7800	12800	157	10
7800	13800	158	13
7800	14800	159	15
7800	15800	159	16
7800	16800	158	17
7800	17800	156	21
8800	12800	162	12
8800	13800	164	14
8800	14800	164	15
8800	15800	164	16
8800	16800	163	17
8800	17800	162	19
9800	12800	166	13
9800	13800	167	15
9800	14800	167	15
9800	15800	167	15
9800	16800	166	16
9800	17800	165	19
10800	12800	167	13
